Index,Name,Date,Longitude,Latitude,Navy,Description,Cause
1090,HMS Tipperary,31/05/1916,56.760394, 5.053111, Royal Navy , World War I: Battle of Jutland : The Faulknor -class destroyer leader was shelled and sunk by SMS Westfalen ( Kaiserliche Marine ) with the loss of 185 of her 197 crew.,shelled
1091,SMS V27,31/05/1916,56.760394, 5.053111, Kaiserliche Marine , World War I: Battle of Jutland : The V25 -class destroyer was sunk.,unspecified
1092,SMS V29,31/05/1916,56.760394, 5.053111, Kaiserliche Marine , World War I: Battle of Jutland : The V25 -class destroyer was sunk.,unspecified
1093,SMS V48,31/05/1916,56.760394, 5.053111, Kaiserliche Marine ," World War I: Battle of Jutland : The Grosses Torpedoboot 1913 -class torpedo boat was shelled and sunk by HMS Shark , HMS Valiant and another ship (all Royal Navy ) with the loss of 90 of her 91 crew.",shelled
1094,HMS Warrior,31/05/1916,56.760394, 5.053111, Royal Navy , World War I: Battle of Jutland : The Duke of Edinburgh -class cruiser was shelled and damaged by SMS Derfflinger and four destroyers (all Kaiserliche Marine ). She foundered the next day due to damage sustained. HMS Engadine ( Royal Navy ) rescued 743 survivors.,shelled
1095,Bianca,Unknown date 1916,55.98944,17.76028, Germany , World War I : The cargo ship was torpedoed and sunk in the Baltic Sea by an Imperial Russian Navy submarine. Her crew were rescued.,torpedo
1096,HMS E18,Unknown date 1916,58.935366, 22.463535, Royal Navy ," World War I: The E-class submarine struck a mine and sank in the Baltic Sea off Hiiumaa , Estonia on or after 26 May with the loss of all 31 crew.",mine
1097,Hera,Unknown date 1916,55.98944,17.76028, Germany , World War I: The cargo ship was torpedoed and sunk in the Baltic Sea by a Royal Navy submarine. Her crew survived.,torpedo
1098,Kolga,Unknown date 1916,55.98944,17.76028, Germany , World War I: The cargo ship was torpedoed and sunk in the Baltic Sea by an Imperial Russian Navy submarine. Her crew were rescued.,torpedo
1099,Northa,Unknown date 1916,55.98944,17.76028, Germany , The cargo ship was torpedoed and sunk in the Baltic Sea.,torpedo
1100,HMS Ardent,01/06/1916,56.942463, 5.816295, Royal Navy , World War I : Battle of Jutland : The Acasta -class destroyer was shelled and sunk by SMS Westfalen ( Kaiserliche Marine ).,shelled
1101,HMT Beneficent,01/06/1916,40.44083,19.08417, Royal Navy , World War I: The naval trawler was shelled and sunk in the Strait of Otranto by SMS Orjen ( Austro-Hungarian Navy ) with the loss of nine of her crew.,shelled
1102,HMS E9,01/06/1916,55.98944,17.76028, Royal Navy , World War I: The E-class submarine was last seen in the Baltic Sea on this date. Subsequently lost with all 31 crew.,unspecified
1103,HMS Fortune,01/06/1916,57.008110, 6.290553, Royal Navy , World War I: Battle of Jutland : The Acasta -class destroyer was shelled and sunk by SMS Westfalen and other warships (all Kaiserliche Marine ) with the loss of 67 of her 75 crew.,shelled
1104,SMS Frauenlob,01/06/1916,57.008110, 6.290553, Kaiserliche Marine ," World War I: Battle of Jutland : The Gazelle -class cruiser was torpedoed, shelled and sunk by HMS Southampton ( Royal Navy with the loss of 324 of her 329 crew.",torpedo
1105,SMS Lützow,01/06/1916,57.008110, 6.290553, Kaiserliche Marine , World War I: Battle of Jutland : The Derfflinger -class battlecruiser was scuttled by SMS G38 ( Kaiserliche Marine ) following battle damage inflicted by HMS Invincible ( Royal Navy ).,scuttled
1106,SMS Rostock,01/06/1916,57.008110, 6.290553, Kaiserliche Marine ," World War I: Battle of Jutland : The Karlsruhe -class cruiser was torpedoed, shelled and damaged by HMS Achates and HMS Broke (both Royal Navy ). She was subsequently scuttled. Her crew were rescued by SMS S54 ( Kaiserliche Marine ).",torpedo
1107,HMS Sparrowhawk,01/06/1916,57.008110, 6.290553, Royal Navy , World War I: Battle of Jutland : The Acasta -class destroyer collided with HMS Broke ( Royal Navy ) and sank with the loss of six of her 75 crew.,collision
1108,HMS Turbulent,01/06/1916,57.008110, 6.290553, Royal Navy , World War I: Battle of Jutland : The Talisman -class destroyer was shelled and sunk with the loss of 90 of her 102 crew.,shelled
1109,SMS V4,01/06/1916,57.008110, 6.290553, Kaiserliche Marine , World War I: Battle of Jutland : The V1 -class destroyer was sunk.,unspecified
1110,SMS W84,01/06/1916,57.008110, 6.290553, Kaiserliche Marine , World War I: Battle of Jutland : The torpedo boat was shelled and sunk with the loss of 99 of her 102 crew. Survivors were rescued by Para ( Sweden ).,shelled
1111,SMS Wiesbaden,01/06/1916,57.008110, 6.290553, Kaiserliche Marine ," World War I: Battle of Jutland : The Wiesbaden -class cruiser was torpedoed, shelled and sunk by HMS Invincible and HMS Onslow (both Royal Navy ) with the loss of 589 of her 590 crew. The survivor was rescued by a Norwegian merchant ship.",torpedo
1112,HMT Klondyke,04/06/1916,68.561772, 0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
1113,HMS Hampshire,05/06/1916,59.31306,-2.951667, Royal Navy , World War I : The Devonshire -class cruiser struck a mine and sank in the Atlantic Ocean north west of the Orkney Islands . There were only twelve survivors of over 600 people on board.,mine
1114,Prosper III,06/06/1916,45.815675, -3.583904, Norway , World War I : The cargo ship struck two mines and sank in the Bay of Biscay with the loss of all but one of her crew. The survivor was rescued by Lutece ( France ).,mine
1115,Cementcrug,08/06/1916,44.1029104559647,39.0470895442889, Imperial Russian Navy , World War I : The transport ship was torpedoed and sunk in the Black Sea 4 nautical miles (7.4 km) south east of Tuapse by SM U-38 ( Kaiserliche Marine ).,submarine
1116,Ekaterina,08/06/1916,43.785454, 39.446482, Russia ," World War I: The sailing vessel was sunk in the Psezuape Estuary, Black Sea by SM U-38 ( Kaiserliche Marine ).",submarine
1117,Malorossija,08/06/1916,43.345790, 33.161158, Imperial Russian Navy , World War I: The ship was shelled and damaged in the Black Sea by SM U-38 ( Kaiserliche Marine ). She was beached in the Mokopse Estuary.,submarine
1118,Vera,08/06/1916,43.345790, 33.161158, Imperial Russian Navy , World War I: The transport ship was shelled and damaged in the Black Sea by SM U-38 ( Kaiserliche Marine ). She was beached in the Mokopse Estuary.,submarine
1119,Orkedal,09/06/1916,56,3, Norway , World War I : The cargo ship was torpedoed and sunk in the North Sea by a German submarine. Her 33 crew were rescued by the trawler Bruinvisch ( Netherlands ).,torpedo
1120,Para,10/06/1916,59.162155, 19.027948, Sweden , World War I: The cargo ship was torpedoed and sunk in the North Sea off the Alamagrund Lightship ( Sweden ). Her fifteen crew survived.,torpedo
1121,SMS Herman,13/06/1916,55.98944,17.76028, Kaiserliche Marine , World War I : The auxiliary cruiser was sunk in the Baltic Sea by four Imperial Russian Navy destroyers with the loss of about 60 of her 90 crew.,unspecified
1122,Maria C.,13/06/1916,38.70694,13.18194, Italy , World War I: The sailing vessel was sunk in the Tyrrhenian Sea east of Ustica by SM U-35 ( Kaiserliche Marine ).,submarine
1123,Motia,13/06/1916,38.87792632,13.18194, Italy , World War I: The coaster was sunk in the Tyrrhenian Sea 10 nautical miles (19 km) north of Ustica by SM U-35 ( Kaiserliche Marine ). Her crew survived.,submarine
1124,S. Maria,15/06/1916,43.20473932,9.386766, Italy , World War I: The barque was sunk in the Mediterranean Sea 10 nautical miles (19 km) north of Cape Corse by SM U-35 ( Kaiserliche Marine ).,submarine
1125,Dolmetta M,16/06/1916,43.88540368,8.08611100061381, Italy ," World War I : The sailing vessel was sunk in the Ligurian Sea 10 nautical miles (19 km) south of Porto Maurizio , Liguria by SM U-35 ( Kaiserliche Marine ).",submarine
1126,Era,16/06/1916,43.88540368,8.08611100061381, Italy , World War I: The barque was sunk in the Ligurian Sea 10 nautical miles (19 km) south of Porto Maurizio by SM U-35 ( Kaiserliche Marine ).,submarine
1127,Rondine,16/06/1916,43.8209422798234,8.32155872144438, Italy , World War I: The sailing vessel was sunk in the Ligurian Sea 20 nautical miles (37 km) south east of Porto Maurizio by SM U-35 ( Kaiserliche Marine ).,submarine
1128,HMS Eden,18/06/1916,50,0.5952778, Royal Navy ," The River-class destroyer collided with France ( France ) in the English Channel off Fécamp , Seine-Maritime , France and sank.",collision
1129,Ems,19/06/1916,none,none, Germany , World War I: The cargo ship was torpedoed and sunk in the Kattegat by a Royal Navy submarine. Her crew survived.,torpedo
1130,Saint Jacques,19/06/1916,49.69389,-0.1186111, France ," World War I: The trawler struck a mine and sank in the English Channel off Le Havre , Seine-Maritime.",mine
1131,Merkuriy,20/06/1916,46.66861,30.81667, Russia , World War I : The ship struck a mine and sank in the Black Sea 13 nautical miles (24 km) off Odessa with the loss of 272 lives.,mine
1132,Citta di Messina,23/06/1916,40.3880500005977,18.96908336, Regia Marina ," World War I: The auxiliary cruiser was sunk in the Adriatic Sea 20 nautical miles (37 km) east of Otranto , Apulia by SM U-15 ( Austro-Hungarian Navy ). All on board survived.",submarine
1133,Astrologer,26/06/1916,52.4768374695268,1.79313904108357, United Kingdom ," World War I : The coaster struck a mine and sank in the North Sea 5 nautical miles (9.3 km) south south east of Lowestoft , Suffolk with the loss of eleven of her crew.",mine
1134,HMT Tugela,26/06/1916,52.55416,1.761111, Royal Navy , World War I: The naval trawler struck a min and sank in the North Sea off Lowestoft with the loss of nine of her crew.,ran aground
1135,Mercurius,28/06/1916,52.5185246693787,1.7967463308132, United Kingdom ," World War I : The dredger struck a mine and sank in the North Sea 3 nautical miles (5.6 km) south east of Lowestoft , Suffolk with the loss of six of her seven crew.",mine
1136,Serpente,28/06/1916,42.73472,15.85694, Regia Marina , The Sirio -class torpedo boat collided with Citta di Bari ( Italy ) and sank in the Adriatic Sea.,collision
1137,Moeris,30/06/1916,35.0327165887836,27.083953414129, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the Mediterranean Sea 46 nautical miles (85 km) south east of Cape Sidero , Crete , Greece by SM UB-44 ( Kaiserliche Marine ) with the loss of three of her crew.",submarine
1138,SM U-10,30/06/1916,60.09361,26.92028, Kaiserliche Marine , World War I: The Type U 9 submarine struck a mine in the Gulf of Finland and sank with the loss of all 29 crew.,mine
1139,HMT Whooper,30/06/1916,52.451084024,1.866389, Royal Navy ," World War I: The naval trawler struck a mine and sank in the North Sea 4.5 nautical miles (8.3 km) north of Southwold , Suffolk with the loss of nine of her crew.",mine
1140,Chinchinella,Unknown date 1916,68.561772, 0.763606, France , World War I : The sailing vessel was sunk by enemy action.,unspecified
1141,Famiglia,Unknown date 1916,NONE,NONE, Italy , World War I: The sailing vessel was sunk by enemy action.,unspecified
1142,Heidi,Unknown date 1916,60.105996, 18.954940, Sweden , World War I: The schooner struck a mine and sank in the Sea of Åland off Svenska Högarna . Her crew were rescued.,mine
1143,Jag San Espera,Unknown date 1916,68.561772, 0.763606, flag unknown , World War I: The sailing vessel was sunk by enemy action.,unspecified
1144,Sagrado,Unknown date 1916,68.561772, 0.763606, Italy , World War I: The sailing vessel was sunk by enemy action.,unspecified
1145,Santissima,Unknown date 1916,68.561772, 0.763606, Italy , World War I: The sailing vessel was sunk by enemy action.,unspecified
1146,Svaren,Unknown date 1916,68.561772, 0.763606, Denmark , World War I: The schooner was sunk by enemy action.,unspecified
1147,Aaro,01/08/1916,58.5761712106519,5.30728121327886, United Kingdom ," World War I : The cargo ship was torpedoed and sunk in the North Sea 25 nautical miles (46 km) south west of Stavanger , Rogaland , Norway by SM U-20 ( Kaiserliche Marine ). Three of her crew were killed, survivors were taken as prisoners of war.",submarine
1148,Braconash,01/08/1916,54.6835269514345,-0.861526933048933, United Kingdom , World War I: The fishing vessel was scuttled in the North Sea 36 nautical miles (67 km) south east by east of the mouth of the River Tyne by SM UB-39 ( Kaiserliche Marine ). Her crew survived.,submarine
1149,SMS G94,01/08/1916,56,3, Kaiserliche Marine , World War I: The V25 -class destroyer struck a mine and sank in the North Sea with the loss of thirteen of her crew.,mine
1150,Heighington,01/08/1916,37.8200654420435,9.71061744119834, United Kingdom ," World War I: The cargo ship was torpedoe and sunk in the Mediterranean Sea 40 nautical miles (74 km) north east of Cape Serrat , Tunisia by SM U-35 ( Kaiserliche Marine ). Her crew survived.",submarine
1151,Helvetia,01/08/1916,54.9152800001502,-1.401862696, United Kingdom ," World War I: The trawler was scuttled in the North Sea 5 nautical miles (9.3 km) east of Seaham , County Durham by SM UB-39 ( Kaiserliche Marine ). Her crew survived.",submarine
1152,Hudiksvall,01/08/1916,61.28333,21.53139, Sweden ," World War I: The coaster was sunk in the Baltic Sea 30 nautical miles (56 km) off Rauma, Finland by SM UB-36 ( Kaiserliche Marine ). Her crew survived.",submarine
1153,King James,01/08/1916,54.8750000002423,-1.3575108, United Kingdom , World War I: The fishing vessel was sunk in the North Sea 8 nautical miles (15 km) east of Seaham by SM UB-39 ( Kaiserliche Marine ). Her crew survived.,submarine
1154,Pehr Brahe,01/08/1916,61.28333,21.53139, Finland , World War I: The coaster was sunk in the Baltic Sea 15 nautical miles (28 km) off Rauma by SM UB-36 ( Kaiserliche Marine ).,submarine
1155,Rhodesia,01/08/1916,55.201314677741,-1.4015305455992, United Kingdom , World War I: The trawler was scuttled in the North Sea 4 nautical miles (7.4 km) east north east of the mouth of the River Tyne by SM UB-39 ( Kaiserliche Marine ). Her crew survived.,submarine
1156,Tatiana,01/08/1916,55.018509,-1.362863, United Kingdom , World War I: The trawler was sunk in the North Sea off the mouth of the River Tyne by SM UB-39 ( Kaiserliche Marine ). Her crew survived.,submarine
1157,Bror Oskar,02/08/1916,61.28333,21.53139, Sweden ," World War I : The coaster was sunk in the Baltic Sea 15 nautical miles (28 km) off Rauma, Finland by SM UB-20 ( Kaiserliche Marine ). Her crew survived.",submarine
1158,G. C. Gradwell,02/08/1916,50.0660333864964,0.103206027081174, United Kingdom ," World War I: The schooner was shelled and sunk in the English Channel 20 nautical miles (37 km) west north west of Cap d'Antifer , Seine-Maritime , France by SM UB-18 ( Kaiserliche Marine ). Her crew survived.",submarine
1159,Kohina Maru,02/08/1916,31.18722,29.90278, Japan ," World War I: The cargo ship was sunk in the Mediterranean Sea off Alexandria , Egypt by SM UB-46 ( Kaiserliche Marine ). Her crew survived.",submarine
